10.1002,"Wiley Blackwell (John Wiley & Sons)","111 River Street Hoboken, NJ 07030 USA"
10.1519,"Ovid Technologies (Wolters Kluwer) - National Strength & Conditioning","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
10.1558,"Equinox Publishing","3 Lancaster Street Unit S3, Kelham House Sheffield, S3 8AF UK"
10.1597,"American Cleft Palate Association","c/o Allen Press 810 E 10th Street Lawrence, KS 66044 USA"
10.1583,"International Society of Endovascular Specialists","c/o Allen Press 810 E 10th St Lawrence, KS 66044 USA"
10.1618,"Japanese Society of Human-Environment","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1620,"Tohoku University Medical Press","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1619,"Mathematical Society of Japan","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1503,"Canadian Medical Association","1867 Alta Vista Drive Attn: Glenda Proctor Ottawa, ON K1G 3Y6 Canada"
10.2501,"World Advertising Research Center","Finance Department 1 Ivory Square, Plantation Warf Battersea, London, SW11 3UE UK"
10.1520,"ASTM International","100 Barr Harbor Drive PO Box C700 W. Conshohoken, PA 19428-2959 USA"
10.1577,"American Fisheries Society","5410 Grosvenor Lane Suite 110 Bethesda, MD 20814 USA"
10.3145,"El Profesional de la Informacion","P.O. Box 32280 Barcelona, 08080 Spain"
10.1591,"Competence Network Pediatric Oncology & Hematology","Charite - University Medicine, Berlin Augustenburger Platz 1 Berlin, D-13353 Germany"
10.1628,"Mohr Siebeck","Wilhelmstrasse 18 Tubingen, D-72074 Germany"
10.1625,"Japanese Society for Complementary & Alternative Medicine","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1626,"Crop Science Society of Japan","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1627,"Japan Petroleum Institute","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1581,"Wiley Blackwell (Robotic Publications)","111 River Street Hoboken, NJ 07030 USA"
10.1029,"American Geophysical Union","2000 Florida Ave NW Washington, DC 20009 USA"
10.1891,"Springer Publishing Company","11 West 42nd Street 15th floor New York, NY 10036-8002 USA"
10.1679,"International Society Histology & Cytology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1678,"Society of Rheology Japan","c/o JSt 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1617,"Springer - RILEM Publishing","Van Godewijckstraat 30 Dordrecht, GX 3311 The Netherlands"
10.1213,"Ovid Technologies (Wolters Kluwer)  - Anesthesia & Analgesia","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
10.1227,"Ovid Technologies (Wolters Kluwer)  - Neurosurgery","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
10.1595,"Johnson Matthey","Orchard Road Royston, Herts SG8 5HE UK"
10.1534,"The Genetics Society of America","9650 Rockville Pike Bethesda, MD 20814-3998 USA"
10.1590,SciELO,"FAP-UNIFESP Rua Machado Bittencourt, 430 Sao Paolo, 04044-001 Brazil"
10.1542,"American Academy of Pediatrics","141 Northwest Point Blvd Elk Grove Village, IL 60007-1098 USA"
10.1784,"British Institute of Non-Destructive Testing","Newton Building St. George's Avenue Northampton, NN2 6JB UK"
10.1634,"Alphamed Press","318 Blackwell St. Ste. 260 Durham, NC 27701 USA"
10.1363,"Alan Guttmacher Institute","125 Maiden Lane 7th Floor New York, NY 10038 USA"
10.1900,"Society for Biomedical Diabetes Research","Gneisenaustr. 86 Room 103 Duisburg, D-47057 Germany"
10.2108,"BioOne (Zoological Society of Japan)",Japan
10.1681,"American Society of Nephrology","1510 H Street, NW #800 Washington, DC 20005 USA"
10.2117,"Psychologia Society","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1095,"Society for the Study of Reproduction","1619 Monroe St Madison, WI 53711-2063 USA"
10.1629,UKSG,"Hilltop Heath End Newbury, RE200AP UK"
10.2130,"Japanese Group Dynamics Association","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2116,"Japan Society for Analytical Chemistry","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1504,"Inderscience Enterprises Ltd.","World Trade Center Building 29 Route de Pre-Bois, Case postale 896 Geneva 15, CH-1215 Switzerland"
10.1682,"Journal of Rehabilitation Research & Development","103 S Gay Street Baltimore, MD 21202 USA"
10.2133,"Japanese Society for the Study of Xenobiotics","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2131,"Japanese Society of Toxicology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2114,"Japan Society of Physiological Anthropology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2118,"Society of Petroleum Engineers","222 Palisades Creek Dr Richardson, TX 75080-2040 USA"
10.2104,"Monash University","Monash University Bldg 4 Wellington Rd Clayton, VIC 3800 Australia"
10.2141,"Japan Poultry Science Association","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2149,"Japanese Society of Tropical Medicine","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2119,"North Shore LIJ Research Institute","350 Community Drive Monhasset, NY 11030 USA"
10.2148,"Alexandrine Press","1 The Farthings Marcham, Oxon OX13 6QD UK"
10.2150,"Illuminating Engineering Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1383,"Elsevier - Medicine Publishing Company","360 Park Ave South New York, NY 10010 USA"
10.1385,"Springer - Humana Press","Van Godewijckstraat 30 Dordrecht, GX 3311 The Netherlands"
10.2152,"University of Tokushima Faculty of Medicine","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2151,"Meteorological Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2115,"Society of Fiber Science & Technology Japan","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1351,"International Union of Pure and Applied Chemistry","PO Box 13757 Research Triangle Park, NC 27709-3757 USA"
10.1616,,
10.1644,"BioOne (American Society of Mammalogists)",
10.2105,,
10.2142,"Biophysical Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1586,,
10.2109,"Ceramic Society of Japan","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1302,,
10.1358,"Thomson Reuters (Prous Science)","Provenza 388 08025 Barcelona, Spain"
10.1902,,
10.2132,"Japan Society of Personality Psychology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2171,,
10.2168,,
10.2111,,
10.2170,,
10.2169,"Japanese Society of Internal Medicine","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2176,,
10.2177,,
10.1512,"Indiana University Mathematics Journal","831 E 3rd Street Rawles Hall 115 Indiana University Bloomington, IN 47405-7106 USA"
10.1535,"Intel Corp","2200 Mission College Blvd Santa Clara, CA 95054 USA"
10.2143,,
10.2174,"Bentham Science","Executive Suite Y-26 P.O. Box 7917, Saif Zone Sharjah, United Arab Emirates"
10.2178,,
10.1557,"Cambridge University Press (Materials Research Society)","The Edinburgh Bldg Shaftesbury Rd Cambridge, CB2 2RU UK"
10.3724,,
10.2138,"Mineralogical Society of America","4220 King St Alexandria, VA 22302-1502 USA"
10.2113,,
10.1144,"Geological Society of London","Brassmill Lane, Enterprise Center Unit 7 Bath, BA1 3JN UK"
10.1785,,
10.1100,,
10.2188,"Japan Epidemiological Association","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2198,,
10.2199,"Japan Society for Clinical Anesthesia","C/O JST 5-3 Yonbancho Chiyoda-Ku Tokyo, 102-0081 Japan"
10.2197,"Information Processing Society of Japan","C/O JST 5-3 Yonbancho Chiyoda-Ku Tokyo, 102-0081 Japan"
10.2185,"The Japanese Association of Rural Medicine","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2147,"Dove Medical Press","P.O. Box 300-008 Albany Auckland, New Zealand"
10.2110,"Society for Sedimentary Geology","4111 South Darlington Suite 100 Tulsa, OK 74135 USA"
10.2195,"Fraunhofer-Institut fur Materialfluss und Logistik","Joseph von Fraunhofer Str 2-4 Dortmund, 44227 Germany"
10.1893,"BioOne (Beta Beta Biological Society)",
10.2179,"BioOne (Castanea)",
10.1899,"BioOne (Society for Freshwater Science)",
10.1898,"BioOne (Northwestern Naturalist)",
10.1894,"BioOne (Southwestern Association of Naturalists)",
10.2187,"Japanese Society for Biological Sciences in Space","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.5935,"GN1 Genesis Network","Rua Getulio Vargas, 501 Sala 13, 2 Andar - Centro Sao Joao da Boa Vista, SP CEP 13870-100 Brazil"
10.2196,"JMIR Publications Inc.","59 Winners Circle Toronto, ON M4L3Y7 Canada"
10.2192,"BioOne (Ursus)",
10.2112,"BioOne (Coastal Education and Research Foundation)",
10.5581,"Revista Brasileira de Hematologia e Hemoterapia","Rua Catarina Nucci Parise 760 Sao Jose de Rio Presto, SP CEP 15090 Brazil"
10.2186,"Japan Prosthodontic Society","5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2181,"BioOne (JANAS)",
10.4322,"Editora Cubo Multimidia","Rua Marechal Deodoro 2709 Sao Carlos, SP CEP 13560-201 Brazil"
10.5325,"The Pennsylvania State University Press","820 North University Dr. USB 1, Suite C University Park, PA 16802 USA"
10.5250,"University of Nebraska Press","1111 Lincoln Mall Lincoln, NE 68588-0630 USA"
10.3138,"University of Toronto Press Inc","5201 Dufferin St. North York, ON M3H 5T8 Canada"
10.2984,"BioOne (Pacific Science)",
10.5749,"University of Minnesota Press","111 Third Ave. S. Ste. 290 Minneapolis, MN 55401 USA"
10.3378,"BioOne (Human Biology, The International Journal of Population Biology and Genetics)",
10.2136,"Soil Science Society of America","5585 Guilford Rd. Madison, WI 53711 USA"
10.2135,"Crop Science Society of America","5585 Guilford Rd. Madison, WI 53711 USA"
10.2972,"The American School of Classical Studies at Athens","6-8 Charlton Street Princeton, NJ 08540-5232 USA"
10.2206,"Faculty of Mathematics, Kyushu University","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2208,"Japan Society of Civil Engineers","5-3 Yonbanchu, Chiyoda-ku Tokyo, 102-0081 Japan"
10.2201,"National Institute of Informatics","National Center of Sciences Building 2-1-2 Hitotsubashi, Chiyoda-ku Tokyo, Tokyo 101-8430 Japan"
10.2979,"Indiana University Press","601 N. Morton St. Bloomington, IN 47404 USA"
10.1582,"Illuminating Engineering Society of North America","120 Wall Street 17th Floor New York, NY 10005 USA"
10.2221,"Cryogenic Association of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2137,"MTT Agrifood Research Finland","FIN-31600 Jokioinen, Finland"
10.2140,"Mathematical Sciences Publishers","Mathematical Sciences Publishers University of California, 795 Evans Hall #3840 Berkley, CA 94720-3840 USA"
10.2173,"Cornell Lab of Ornithology","159 Sapsucker Woods Rd Ithaca, NY 14850 USA"
10.2298,"National Library of Serbia","Skerliceva 1 Belgrade, 11000 Serbia"
10.1666,"BioOne (Paleontological Society)",
10.2219,"Railway Technical Research Institute","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2212,"Stewart Postharvest Solutions","54 Harrison Close Reigate, Surrey RH2 7HU UK"
10.2223,"Jornal de Pediatra/FSBP","Av. Carlos Gomes, 328/305 Porto Alegre, RS 90480-000 Brazil"
10.2299,"Research Institute of Signal Processing","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.2302,"The Keio Journal of Medicine","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.2222,"The Japanese Association for Virology","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2300,"The Acarological Society of Japan","JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1349,"Dartmouth College Library Press","6025 Baker/Berry Dartmouth College Hanover, NH 03755 USA"
10.2301,"The Japan Academy of Neurosonology","c/o JST 5-3 Yonbanchu Chiyoda-ku Tokyo, 102-0081 Japan"
10.1079,"CABI Publishing","CAB International Attn: Andrea Powell Nosworthy Way, Wallingford Oxon, OX1O 8DE UK"
10.2209,"Tokyo Dental College","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.1895,WormBook,"Caltech 156-29 Pasadena, CA 91125 USA"
10.2220,"Biomedical Research Press","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2207,"Japan Welding Society","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2306,"Science Society of Thailand","Rama IV Rd. Bangkok, 10400 Thailand"
10.2316,"ACTA Press","Building B6, Suite #101 2509 Dieppe Avenue SW Calgary, AB T3E 7J9 Canada"
10.2225,"Pontificia Universidad Catolica de Valparaiso","Avenida Brasil 2950 Valparaiso, Chile"
10.1212,"Ovid Technologies (Wolters Kluwer) - American Academy of Neurology","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
10.1561,"Now Publishers","146 Pleasant St Hanover, MA 02339 USA"
10.3762,Beilstein-Institut,"Trakehner Strasse 7-9 Frankfurt am Main, D-60487 Germany"
10.1158,"American Association for Cancer Research","615 Chestnut Street 17th floor Philadelphia, PA 19106-4404 USA"
10.2304,"Symposium Journals","P.O. Box 204 Didcot, Oxford, OX11 9ZQ UK"
10.2204,"Integrated Ocean Drilling Program - Management International","CRIS Bldg. Rm 05-101, Hokkaido University N21 W10 Kita-ku Sapporo, Sapporo 001-0021 Japan"
10.2323,"The Microbiology Research Foundation",Japan
10.2324,"The Society of Rubber Industry",Japan
10.2336,"Western Japan Division of JDA",Japan
10.2322,"Japan Society for Aeronautical and Space Sciences",Japan
10.2328,"Japan Society for Natural Disaster Science",Japan
10.2333,"The Behaviormetric Society of Japan",Japan
10.2329,"The Japanese Society of Periodontology",Japan
10.2342,"Yamaguchi University Medical Association",Japan
10.2327,"Japanese Society of Veterinary Anesthesia and Surgery",Japan
10.2326,"BioOne (Ornithological Society of Japan)",
10.2331,"The Japanese Society of Fisheries Science",Japan
10.2330,"Japanese Association for Oral Biology",Japan
10.2320,"The Japan Institute of Metals",Japan
10.2335,"The Japanese Society on Surgery for Cerebral Stroke",Japan
10.2215,"American Society of Nephrology","1510 H Street, NW #800 Washington, DC 20005 USA"
10.2146,"American Society of Health System Pharmacists","7272 Wisconsin Ave Bethesda, MD 20814 USA"
10.2354,"Primate Society of Japan",Japan
10.1632,"Modern Language Association","26 Broadway 3rd floor New York, NY 10004-1789 USA"
10.1555,"Mars Informatics","961 Wellesley Ave Los Angeles, CA 90049 USA"
10.2214,"American Roentgen Ray Society","44211 Slatestone Ct Leesburg, VA 20176 USA"
10.2334,"Nihon University School of Dentistry",Japan
10.1631,"Journal of Zhejiang University Science","20 Yugu Rd. Journal of Zhejiang University SCIENCE Hangzhou, 310027 China"
10.2205,"Geophysical Center of the Russian Academy of Sciences","3 Molodezhnaya Str. Moscow, 117296 Russia"
10.2321,"Intellectual Property Association of Japan",Japan
10.2463,"Japanese Society for Magnetic Resonance in Medicine",Japan
10.2349,"Department of Biomedical Imaging, University of Malaya","Department of Biomedical Imaging University of Malaya Kuala Lumpur, 50603 Malaysia"
10.2465,"Japan Association of Mineralogical Sciences",Japan
10.2153,"Historic Brass Society","148 W 23rd St #5F New York, NY 10011 USA"
10.2460,"American Veterinary Medical Association","1931 N. Meacham Rd. Schaumburg, IL 60173-4360 USA"
10.2183,"The Japan Academy","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2466,"Ammons Scientific","PO BOX 9229 Missoula, MT 59807 USA"
10.2339,"Technical Education Faculty Gazi University","Technical Education Faculty Journal of Polytechnich Gazi University - 06500 Besevler Ankara, Turkey"
10.2471,"WHO Press","20 Ave Appia 1211 Geneva 27, Switzerland"
10.1621,"Nuclear Receptor Signaling Atlas","Room M620 Baylor College of Medicine Houston, TX 77030 USA"
10.2481,CODATA,Japan
10.2480,"The Society of Agricultural Meteorology of Japan",Japan
10.2165,"Ovid Technologies (Wolters-Kluwer) - Adis","Ovid Technologies 333 Seventh Ave., 20th fl New York, NY 10001 USA"
10.1188,"Oncology Nursing Society","125 Enterprise Drive Pittsburgh, PA 15275 USA"
10.2477,"Society of Computer Chemistry, Japan",Japan
10.2355,"The Iron and Steel Institute of Japan",Japan
10.2488,"The Japan Wood Research Society",Japan
10.2479,"Japanese Society of Sciences in Swimming and Water Exercise",Japan
10.2184,"The Laser Society of Japan","c/o JST 5-3 Yonbancho Chiyoda-ku Tokyo, 102-0081 Japan"
10.2478,"Versita Sp. z.o.o.","Bogumila Zuga 32A Str. Warsaw, 01-811 Poland"
10.2492,"The Japanese Society of Inflammation and Regeneration",Japan
10.2494,"The Technical Association of Photopolymers, Japan",Japan
10.2468,"Japan Broncho-esophagological Society",Japan
10.2469,"CFA Institute","560 Ray C. Hunt Dr. Charlottesville, VA 22903 USA"
10.2503,"The Japanese Society for Horticultural Science",Japan
10.2464,"Japan Institute of Light Metals",Japan
10.2496,"Japan Society for Higher Brain Dysfunction",Japan
10.2476,"Arachnological Society of Japan",Japan
10.2498,"University of Zagreb","J. Marohnica 5 1000 Zagreb, Croatia"
10.5210,"University of Illinois Libraries","University Library (MC234) 801 S. Morgan St. Chicago, IL 60607-741 USA"
10.2343,"The Geochemical Society of Japan",Japan
10.2486,"National Institute of Industrial Health",Japan
10.2517,"BioOne (Paleontological Society of Japan)",
10.2467,"Meteorological Research Institute, Japan Meteorological Agency",Japan
10.2337,"American Diabetes Association","1701 N. Beauregard St. Alexandria, VA 22311 USA"
10.2512,"Japanese Society for Palliative Medicine",Japan
10.2490,"The Japanese Association of Rehabilitation Medicine",Japan
10.2507,"Daaam International","Tu-Wien Karlsplatz13/311 Vienna, A-1040 Austria"
10.2462,"EPP Publications","6 Eastbourne Road London, W4 3EB UK"
10.5465,"The Academy of Management","235 Elm Road Briarcliff Manor, NY 10510 USA"
10.3102,"American Educational Research Association","1430 K Street Suite 1200 Washington, DC 20036 USA"
10.2472,"The Society of Materials Science Japan",Japan
10.5612,"Association for Slavic, East European, and Eurasian Studies","203 C Bellefield Hall University of Pittsburgh Pittsburgh, PA 15260 USA"
10.3417,"BioOne (Missouri Botanical Garden Press)",
10.7183,"Society for American Archaeology","1111 14th Street NW #800 Washington, D.C. 20005 USA"
10.3732,"Botanical Society of America","PO Box 299 St. Louis, MO 63166-0299 USA"
10.5305,"American Society of International Law","2223 Massachusetts Ave. NW Washington DC, 20008 USA"
10.5406,"University of Illinois Press","1325 S. Oak St. Champaign, IL 61820 USA"
10.4169,"Mathematical Association of America","1529 18th Street NW Washington, D.C. 20036 USA"
10.4007,"Annals of Mathematics, Princeton U","Department of Mathematics Fine Hall - Washington Rd. Princeton, NJ 08544 USA"
10.5129,"Comparative Politics","365 Fifth Ave. New York, NY 10016-4309 USA"
10.1890,"Ecological Society of America","127 W State St Suite 301 Ithaca, NY 14850-5427 USA"
10.5951,"National Council of Teachers of Mathematics","1906 Association Dr. Reston, VA 20191 USA"
10.5615,"The American Schools of Oriental Research","656 Beacon St. Fifth Floor Boston, MA 02215 USA"
10.1670,"BioOne (Society for the Study of Amphibians & Reptiles)",
10.7709,"Journal of Negro Education","2900 Van Ness St. NW Holy Cross Hall #116 Washington DC, 20059 USA"
10.5509,"Pacific Affairs","#376 - 1855 West Mall Vancouver, BC V6T 1Z2 Canada"
10.4284,"Southern Economic Association","313 Fletcher Hall, Dept 6106 615 McCallie Ave. Chattanooga, TN 37403 USA"
10.5921,"The International Council for Traditional Music","Askerceva 2 Ljubljana, 1000 Slovenia"
10.3150,"Bernoulli Society for Mathematical Statistics and Probability",
10.3917,CAIRN,"58/60 rue des Champs Liege, B-4020 Belgium"
10.5323,"Association for the Study of African American Life and History","The Howard Center 2225 Georgia Avenue, NW, Suite 331 Washington, DC 20059 USA"
10.1639,"BioOne (American Bryological and Lichenological Society)",
10.1643,"BioOne (American Society of Icthyologists and Herpetologists)",
10.1640,"BioOne (American Fern Society)",
10.1655,"BioOne (Herpetologists League)",
10.1637,"BioOne (American Association of Avian Pathologists)",
10.1657,"BioOne (Institute of Arctic and Alpine Research)",
10.1044,"American Speech-Language-Hearing Association","2200 Research Boulevard Rockville, MD 20850-3289 USA"
10.2473,"The Mining and Materials Processing Institute of Japan",Japan
10.2502,"The Japanese Society for Animal Psychology",Japan
10.2525,"Japanese Society of Agricultural, Biological and Environmental Engineers and Scientists",Japan
10.2200,"Morgan & Claypool","40 Oak View Drive San Rafael, CA 94903 USA"
10.2487,"Muse - English Literature in Transition","English Dept. U of North Carolina P.O. Box 26170 Greensboro, NC 27402-6170 USA"
10.2528,"The Electromagnetics Academy (EMW Publishing)","77 Massachusetts Ave. Office 26-305 Cambridge, MA 02139 USA"
10.2497,"Japan Society of Powder and Powder Metallurgy",Japan
10.2482,"The Japan Lung Cancer Society",Japan
10.2491,"The Japanese Society on Thrombosis and Hemostasis",Japan
10.2508,"Japanese Society of Animal Science",Japan
10.2224,"Scientific Journal Publishers","P.O. Box 1539 Palmerston North, New Zealand"
10.2531,"Japanese Society of Spinal Surgery",Japan
10.2484,"Radiology Case Reports U of Washington","UW Roosevelt Radiology 4245 Roosevelt Way NE Seattle, WA 98105 USA"
10.2520,"Japanese Association of Mycotoxicology",Japan
10.3366,"Edinburgh University Press","22 George Square Edinburgh, EH8 9LF UK"
10.2510,"The Commonwealth Fund","1 East 75th St. New York, NY 10021 USA"
10.3129,"Canadian Opthalmological Society","610-1525 Carling Avenue Ottawa, ON K1Z 8R9 Canada"
10.2352,"Society for Imaging Science & Technology","7003 Kilworth Lane Springfield, VA 22151 USA"
10.2351,"Laser Institute of America","13501 Ingenuity Drive Suite 128 Orlando, FL 32826 USA"
10.2346,"The Tire Society","Third Eye Group 2851 Parker Rd. Suite 560 Aurora, CO 80231 USA"
10.2514,"American Institute of Aeronautics and Astronautics","1801 Alexander Bell Drive Reston, VA 20191 USA"
10.5131,"American Journal of Comparative Law","University of Michigan 625 S. State St. Rm 831 LR Ann Arbor, MI 48109 USA"
10.2511,TASH,"1001 Connecticut Avenue, NW Suite 235 Washington, D.C. 20036 USA"
10.3406,"PERSEE Program","Persee Program, PRES Universite de Lyon Caserne Sergent Blandan, 37 rue du repos Lyon, CEDEX 07 69361 France"
10.2203,"International Dose-Response Society","School of Public Health U Mass Morrill 1 N 344 Amherst, MA 01003 USA"
10.5728,"Cornell SEAP","95 Brown Road Box 1004 Ithaca, NY 14850 USA"
10.2533,"Swiss Chemical Society","Attn: Roland W. Kunz, Institute of Organic Chemistry Winterthurerstrasse 190 Zurich, CH-8057 Switzerland"
10.2475,"American Journal of Science","Yale University P.O. Box 208109 New Haven, CT 06520-8109 USA"
10.2526,"Japan Society of Electrical Machining Engineers",Japan
10.1635,"BioOne (Academy of Natural Sciences of Philadelphia)",
10.2529,"The Electromagnetics Academy (Piers Enterprises)","77 Massachusetts Avenue Office 26-305 Cambridge, MA 02139 USA"
10.1674,"BioOne (University of Notre Dame)",
10.2495,WITPress,"Ashurst Lodge Ashurst Southampton, S0407AA UK"
10.1603,"BioOne (Entomological Society of America)",USA
10.1668,"BioOne (Society for Integrative and Comparative Biology)",
10.2521,"Japanese Society of Water Treatment Biology",Japan
10.1649,"BioOne (Coleopterists Society)",
10.1653,"BioOne (Florida Entomological Society)",
10.2751,"The Division of Chemical Information and Computer Sciences, Chemical Society of Japan",Japan
10.1660,"BioOne (Kansas Academy of Science)",
10.1645,"BioOne (American Society of Parasitologists)",
10.1614,"BioOne (Weed Science Society of America)","c/o BioOne 21 Dupont Circle NW Ste 800 Washington, DC 20036 USA"
10.1664,"BioOne (New York Entomological Society)",
10.1667,"BioOne (Radiation Research Society)",
10.1636,"BioOne (American Arachnological Society)",
10.1676,"BioOne (Wilson Ornithological Society)",
10.1659,"BioOne (International Mountain Society and United Nations University)",
10.1672,"BioOne (Society of Wetland Scientists)",
10.1665,"BioOne (Orthopterist's Society)",
10.1638,"BioOne (American Association of Zoo Veterinarians)",
10.1647,"BioOne (Association of Avian Veterinarians)",
